"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-11-16","2020","11","16","","4.3","","2.2","","3.3","","14.7","","0.0","","","","","","","","","","26","","48",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-11-17","2020","11","17","","3.0","","-6.4","","-1.7","","19.7","","0.0","","","","","","","","","","33","","42",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-11-18","2020","11","18","","0.6","","-6.7","","-3.1","","21.1","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-11-19","2020","11","19","","14.7","","0.6","","7.7","","10.3","","0.0","","","","","","","","","","23","","40",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-11-20","2020","11","20","","17.3","","5.8","","11.6","","6.4","","0.0","","","","","","","","","","27","","42",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-11-21","2020","11","21","","5.8","","0.7","","3.3","","14.7","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-11-22","2020","11","22","","1.1","","-2.0","","-0.5","","18.5","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-11-23","2020","11","23","","3.2","","-1.4","","0.9","","17.1","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-11-24","2020","11","24","","1.1","","-2.3","","-0.6","","18.6","","0.0","","","","","","","","","","12","","33",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-11-25","2020","11","25","","6.2","","0.5","","3.4","","14.6","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-11-26","2020","11","26","","10.8","","5.8","","8.3","","9.7","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-11-27","2020","11","27","","7.5","","5.0","","6.3","","11.7","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-11-28","2020","11","28","","6.7","","2.7","","4.7","","13.3","","0.0","","","","","","","","","","23","","37",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-11-29","2020","11","29","","10.5","","0.0","","5.3","","12.7","","0.0","","","","","","","","","","23","","33",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-11-30","2020","11","30","","4.8","","-0.8","","2.0","","16.0","","0.0","","","","","","","","","","34","","54",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-12-01","2020","12","01","","-0.6","","-2.5","","-1.6","","19.6","","0.0","","","","","","","","","","32","","50",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-12-02","2020","12","02","","3.7","","-1.9","","0.9","","17.1","","0.0","","","","","","","","","","32","","48",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-12-03","2020","12","03","","3.9","","-0.8","","1.6","","16.4","","0.0","","","","","","","","","","22","","41",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-12-04","2020","12","04","","3.2","","-0.1","","1.6","","16.4","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-12-05","2020","12","05","","1.2","","-4.6","","-1.7","","19.7","","0.0","","","","","","","","","","35","","52",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-12-06","2020","12","06","","0.1","","-5.8","","-2.9","","20.9","","0.0","","","","","","","","","","34","","39",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-12-07","2020","12","07","","-1.5","","-6.2","","-3.9","","21.9","","0.0","","","","","","","","","","35","","44",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-12-08","2020","12","08","","1.2","","-8.3","","-3.6","","21.6","","0.0","","","","","","","","","","31","","46",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-12-09","2020","12","09","","3.8","","-0.2","","1.8","","16.2","","0.0","","","","","","","","","","25","","37",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-12-10","2020","12","10","","4.5","","-1.6","","1.5","","16.5","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-12-11","2020","12","11","","7.9","","-2.2","","2.9","","15.1","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-12-12","2020","12","12","","8.2","","2.3","","5.3","","12.7","","0.0","","","","","","","","","","27","","54",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-12-13","2020","12","13","","5.5","","-1.3","","2.1","","15.9","","0.0","","","","","","","","","","27","","50",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-12-14","2020","12","14","","1.5","","-2.6","","-0.6","","18.6","","0.0","","","","","","","","","","27","","68",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-12-15","2020","12","15","","-2.7","","-8.8","","-5.8","","23.8","","0.0","","","","","","","","","","28","","41",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-12-16","2020","12","16","","-7.1","","-10.4","","-8.8","","26.8","","0.0","","","","","","","","","","8","","46",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-12-17","2020","12","17","","-2.6","","-8.6","","-5.6","","23.6","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-12-18","2020","12","18","","-1.4","","-10.6","","-6.0","","24.0","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-12-19","2020","12","19","","1.7","","-5.6","","-2.0","","20.0","","0.0","","","","","","","","","","20","","41",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-12-20","2020","12","20","","4.0","","0.6","","2.3","","15.7","","0.0","","","","","","","","","","27","","41",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-12-21","2020","12","21","","3.5","","-1.6","","1.0","","17.0","","0.0","","","","","","","","","","","","",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-12-22","2020","12","22","","2.2","","-0.3","","1.0","","17.0","","0.0","","","","","","","","","","27","","65",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-12-23","2020","12","23","","6.2","","0.3","","3.3","","14.7","","0.0","","","","","","","","","","18","","42",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-12-24","2020","12","24","","9.0","","-2.4","","3.3","","14.7","","0.0","","","","","","","","","","20","","65",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-12-25","2020","12","25","","-1.0","","-5.4","","-3.2","","21.2","","0.0","","","","","","","","","","31","","57",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-12-26","2020","12","26","","-2.8","","-5.0","","-3.9","","21.9","","0.0","","","","","","","","","","26","","59",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-12-27","2020","12","27","","1.5","","-3.2","","-0.9","","18.9","","0.0","","","","","","","","","","15","","37",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-12-28","2020","12","28","","4.0","","-3.7","","0.2","","17.8","","0.0","","","","","","","","","","26","","81",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-12-29","2020","12","29","","-1.6","","-5.5","","-3.6","","21.6","","0.0","","","","","","","","","","28","","42",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-12-30","2020","12","30","","4.7","","-4.8","","-0.1","","18.1","","0.0","","","","","","","","","","28","","63",""
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-12-31","2020","12","31","","1.3","","-3.6","","-1.2","","19.2","","0.0","","","","","","","","","","28","","57",""
